RefId,IsBadBuy
73015,0.2354601656709065
73016,0.2078334578799261
73017,0.190715687941384
73018,0.5068368000049007
73019,0.8582616118335952
73020,0.2932791954597401
73021,0.3055351165351427
73022,0.5136510920305061
73023,0.23036972144673273
73024,0.8296379746482369
73025,0.28717419576601316
73026,0.7882585061162695
73027,0.8312400484357402
73028,0.301067927373882
73029,0.2281958192054044
73030,0.1917341975043903
73031,0.4573491086090909
73032,0.3326550998669882
73033,0.19120562613457098
73034,0.48939286122837244
73035,0.2610158197167064
73036,0.3608376013347267
73037,0.3669458783227935
73038,0.48517564197921853
73039,0.5501378551222477
73040,0.14207057458851494
73041,0.7788089748112873
73042,0.20054069276963388
73043,0.4018223014416492
73044,0.3593980436192013
73045,0.43451325153050585
73046,0.34732467875761547
73047,0.599303575145773
73048,0.45543010311724197
73049,0.21418249779688656
73050,0.27277341234802965
73051,0.44217640196700336
73052,0.9085358971746486
73053,0.7969253098295493
73054,0.287130195340863
73055,0.6949875605833037
73056,0.4204135522967017
73057,0.3413342265900416
73058,0.5317571002924711
73059,0.3812866380252334
73060,0.4696012741732977
73061,0.43668106218931696
73062,0.3244515742890954
73063,0.3727055151012611
73064,0.12155206178694031
73065,0.3290896741641168
73066,0.2013516484866967
73067,0.28513369699744834
73068,0.4843393776001563
73069,0.23653414334757528
73070,0.18323548920412833
73071,0.4766329586857689
73072,0.3265344253251088
73073,0.4545164557335242
73074,0.3525583632461037
73075,0.4011811758784135
73076,0.3163690635706099
73077,0.18394585476596223
73078,0.6332939141996639
73079,0.5433214508211244
73080,0.4886820511740351
73081,0.49845722301894063
73082,0.38808653320840647
73083,0.31197390524823104
73084,0.36872026114097134
73085,0.3185311649915156
73086,0.5720336324182115
73087,0.3352505964155395
73088,0.2965741973585022
73089,0.46525597752241415
73090,0.4885543739220045
73091,0.4430137615788191
73092,0.1931411846865962
73093,0.28498749035647075
73094,0.36313857323732474
73095,0.7140813487421381
73096,0.3681700147839366
73097,0.35484098150734705
73098,0.33598402297749025
73099,0.29272739520360247
73100,0.1398522254430045
73101,0.7052551825303888
73102,0.35202907103097464
73103,0.2438762751998418
73104,0.8745612555206008
73105,0.6946520406025203
73106,0.340347833866295
73107,0.825822075861676
73108,0.301758058552594
73109,0.4298417432429683
73110,0.484025852764165
73111,0.3854780640625372
73112,0.49508365691430967
73113,0.39547417975253973
73114,0.463758330355294
73115,0.29729350429478174
73116,0.4066496997315332
73117,0.43038586068623386
73118,0.4660256168140477
73119,0.8857741775635846
73120,0.7988683429112124
73121,0.5515547219449115
73122,0.47997933113223556
73123,0.196208383778397
73124,0.5422874855075289
73125,0.20836622176871789
73126,0.5613778146111257
73127,0.41702240795695533
73128,0.5183876718096581
73129,0.2909767999000221
73130,0.15286940434467172
73131,0.3314382649428402
73132,0.5200626111618024
73133,0.1375604425031451
73134,0.6356738682560193
73135,0.4258525745134467
73136,0.44525289073176816
73137,0.9308879733811319
73138,0.4000519981940534
73139,0.5182022423127929
73140,0.92848141502087
73141,0.46811193880323704
73142,0.46022656921907046
73143,0.5589847561284647
73144,0.2505051643082806
73145,0.3588490980387697
73146,0.5386468680949704
73147,0.4032580071858487
73148,0.327439453841391
73149,0.3923258426554532
73150,0.3565707584265228
73151,0.6827512162812649
73152,0.2035617681768221
73153,0.381551085975474
73154,0.6038238084866964
73155,0.4227108158374551
73156,0.26678764844834146
73157,0.3207175823997448
73158,0.3436900200410245
73159,0.4075954839391133
73160,0.8076769042450637
73161,0.38960293792547235
73162,0.9274886929615944
73163,0.4367248698599091
73164,0.583785123193512
73165,0.5626268474082516
73166,0.44657435544217644
73167,0.3815546690935585
73168,0.21653436127748357
73169,0.6386733131711487
73170,0.37776352501932464
73171,0.3608266945990454
73172,0.509364556151968
73173,0.32577583816765565
73174,0.31795622723372324
73175,0.40708318152396117
73176,0.41727331475682344
73177,0.4946352282556749
73178,0.43990561030314435
73179,0.3014221675031046
73180,0.3139903328600448
73181,0.623682294029534
73182,0.29489217334236484
73183,0.5909495339661726
73184,0.2752974310849679
73185,0.5930481522756409
73186,0.4386243448544055
73187,0.4737947460426116
73188,0.34427930633347753
73189,0.4123183655265791
73190,0.46515223990212895
73191,0.9089250032210175
73192,0.9081524498870455
73193,0.36272308993297053
73194,0.5952630901168565
73195,0.4539999116550773
73196,0.3846122859719994
73197,0.8444963409505661
73198,0.2705950088288222
73199,0.37938536833435454
73200,0.5364448324534927
73201,0.5790002944906172
73202,0.8836860699476876
73203,0.3833942026299636
73204,0.34745654826485606
73205,0.5655247992025865
73206,0.48342784496498326
73207,0.48504334118966674
73208,0.4498669188558471
73209,0.5435052863151391
73210,0.5756083628345848
73211,0.5163252967928139
73212,0.27504678973730623
73213,0.3034182783121643
73214,0.4207545073072994
73215,0.5348888009732325
73216,0.4541536602705395
73217,0.511295759008367
73218,0.3732868418917258
73219,0.49162061400515683
73220,0.574186803669378
73221,0.5449781677188539
73222,0.37029995374873953
73223,0.2895845982783574
73224,0.3294155664219276
73225,0.5499559642557732
73226,0.33087621961013436
73227,0.2938926932308183
73228,0.41672303508652014
73229,0.41051747429035873
73230,0.30161973102088313
73231,0.36123039650305877
73232,0.9448592146043697
73233,0.9246747171912535
73234,0.49673780087858194
73235,0.4059686896750709
73236,0.5666294187066854
73237,0.292224618737494
73238,0.2743863115011534
73239,0.43134118536181554
73240,0.3940008459580957
73241,0.31337892553531166
73242,0.4104986115770073
73243,0.8875237072447971
73244,0.30831133646779507
73245,0.6741854119799763
73246,0.9477383574576899
73247,0.46724997339388596
73248,0.24633624337721255
73249,0.2664922189174432
73250,0.26236794358099436
73251,0.3941209114587574
73252,0.4651469757407155
73253,0.19653651128523977
73254,0.7467967953673871
73255,0.2013773724841853
73256,0.3616702350429368
73257,0.4059167190327143
73258,0.6288916411857575
73259,0.4392414135285181
73260,0.46032084810455093
73261,0.8869122489063447
73262,0.6067772737398315
73263,0.47699389236186746
73264,0.5269965988141317
73265,0.3714796917204942
73266,0.26505005267049975
73267,0.24974986144316638
73268,0.3477424299657013
73269,0.2667315338757714
73270,0.2221637845520809
73271,0.15897194438623327
73272,0.9025228723960353
73273,0.37520904391542637
73274,0.3874527979480927
73275,0.8179386028791213
73276,0.21941413665588358
73277,0.25376331582075057
73278,0.38537610471237216
73279,0.47231845338773104
73280,0.29367025796334245
73281,0.2622284689152021
73282,0.5453266773768939
73283,0.3239973614376225
73284,0.6173184730621186
73285,0.4671220315325982
73286,0.8680126382814163
73287,0.5021966380831975
73288,0.3605063976725671
73289,0.36266969769940327
73290,0.44582394143569887
73291,0.6538446596616794
73292,0.20260948282915264
73293,0.5078411991645654
73294,0.47455965076750656
73295,0.9284284758986655
73296,0.5767233837782156
73297,0.5867822858841307
73298,0.26378202918037547
73299,0.5584674255555285
73300,0.32492530840394196
73301,0.36567466198334875
73302,0.46924826255565516
73303,0.42952956812574694
73304,0.3245279381368153
73305,0.8173329850395978
73306,0.8820726739419695
73307,0.24489211841424113
73308,0.5418630944736906
73309,0.374759371387802
73310,0.771424885366858
73311,0.5053869671943495
73312,0.713194076391942
73313,0.46728366382354
73314,0.4416151180053885
73315,0.5109115920249429
73316,0.9531213119662278
73317,0.2822300070708915
73318,0.46589862180627534
73319,0.30243316982330226
73320,0.28798974579073783
73321,0.2523092528413664
73322,0.27109841541238056
73323,0.32062425920405047
73324,0.8328748841080074
73325,0.9047485502328618
73326,0.8698545984190854
73327,0.28300651850487785
73328,0.16841109792168552
73329,0.22745276068249987
73330,0.38199598124874684
73331,0.3782373971460802
73332,0.1930256145665225
73333,0.6589930610973083
73334,0.5009685219055496
73335,0.2600947708050748
73336,0.684116415263924
73337,0.23884858958628116
73338,0.23862390981765183
73339,0.9008806915951498
73340,0.8781559839339946
73341,0.573927291762713
73342,0.691380997300541
73343,0.3312330242431267
73344,0.17469285763160833
73345,0.3982722316087818
73346,0.31398501036688975
73347,0.3266783479209336
73348,0.6406045104226563
73349,0.9341628878840511
73350,0.23588555139956563
73351,0.38672792570518716
73352,0.22105066289127345
73353,0.8263215359786801
73354,0.2800854602599163
73355,0.34011323788892334
73356,0.33167878223132896
73357,0.6148579061393192
73358,0.3630924432218569
73359,0.17609797267387653
